Frame,ROI_0,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16
1245,"(25.63212007376796, 140.8843585901229)","(9.588888215630412, 148.35504792965034)","(84.65954958708, 131.12470649512542)","(144.6671177085348, 84.88219018914857)","(187.5337313203977, 109.90630670036087)","(211.837699663302, 103.46830946557368)","(227.18053356983538, 104.20118115340341)","(204.095543917603, 60.922347338035856)","(208.41709198170273, 69.64364727005709)","(298.4639890386078, 74.0087643289775)","(349.32395088264974, 74.41965477486717)","(358.0640773515462, 60.126393916705474)","(350.7590711199786, 46.88889454429151)","(354.6717163230688, 39.210247783195605)","(377.27750473649843, 46.40596294834748)","(418.33595569453365, 39.96474189034803)","(428.0640387244225, 41.584368674107)"
1246,"(25.640889022172534, 140.87857385725076)","(9.59930961688314, 148.3364433183728)","(84.64393426977195, 131.11820245073545)","(144.68626567116988, 84.85078049924738)","(187.55048987531924, 109.89415577621895)","(211.83338880104498, 103.45953098564202)","(227.1677051477865, 104.20259749288526)","(204.07959415000937, 60.83642601540156)","(208.41184903896254, 69.62857540786185)","(298.4524460529219, 73.99630688837652)","(349.31401615062896, 74.41544825481444)","(358.0729589184912, 60.12595972151855)","(350.7579262073753, 46.88116131676632)","(354.6592365449131, 39.201279726788684)","(377.2787123610895, 46.39988752907729)","(418.3118741184752, 39.947776887627384)","(428.0550052018262, 41.5951311719363)"
1247,"(25.646547582233538, 140.86354428167206)","(9.602248271649207, 148.33077950464678)","(84.65826624302457, 131.1077692687684)","(144.686251480665, 84.85208565800333)","(187.54993516593817, 109.88523023536271)","(211.8342919047648, 103.45227834931727)","(227.19906323124846, 104.1758381465914)","(204.0548503459688, 60.85424920015975)","(208.4076077959961, 69.6309113686043)","(298.4560048069406, 73.98961080841538)","(349.33441992256485, 74.40783730211022)","(358.0687180629496, 60.11627356122391)","(350.7613564234558, 46.87471236220662)","(354.67304841005915, 39.21346147588906)","(377.27321955916557, 46.39468541810295)","(418.3099689677677, 39.92032323648348)","(428.05859016224053, 41.57295052063043)"
1248,"(25.642877123138486, 140.8553595675998)","(9.59594883347722, 148.32600135442763)","(84.64499413703604, 131.10440826715097)","(144.67139906554215, 84.83653979880388)","(187.54956225601302, 109.87828371828785)","(211.83094923461664, 103.44318538764014)","(227.1842246146614, 104.17714397671682)","(204.0694239732654, 60.67527242765236)","(208.39505969013607, 69.61848425457679)","(298.46772461783104, 73.99522249628092)","(349.32063438589387, 74.38000985778658)","(358.0684169996977, 60.10817814701895)","(350.765011255977, 46.87065743677739)","(354.6856338134755, 39.204898098875574)","(377.283005414131, 46.39129871092632)","(418.2876187456574, 39.9143116480487)","(428.0529463661565, 41.563540791776724)"
1249,"(25.659872463842422, 140.84277569047643)","(9.602693852004391, 148.31693554088352)","(84.64511889151755, 131.10571182220784)","(144.701105172874, 84.82770491343321)","(187.55644992688528, 109.87385693591875)","(211.84054398802527, 103.45254495554872)","(227.17455422703264, 104.19685327843672)","(204.04520574671204, 60.836305675799395)","(208.43201599799485, 69.59974505604012)","(298.47286086916944, 73.9895478148244)","(349.303567535353, 74.40691266936787)","(358.0694129548439, 60.09821904762341)","(350.7697933207737, 46.8639433093558)","(354.693162145062, 39.20893134688412)","(377.27903984853043, 46.39278487402383)","(418.2950920277651, 39.93948665012791)","(428.0848817346234, 41.54748133418011)"
1250,"(25.642738181847307, 140.83626494960097)","(9.600399189765943, 148.30613067856982)","(84.65323388445915, 131.0926321876039)","(144.71153475027995, 84.81136685595632)","(187.5553284857103, 109.85948603424869)","(211.84277138684251, 103.42801263962174)","(227.17152369775087, 104.16709400863759)","(204.05592167181723, 60.74022376480909)","(208.41131129249356, 69.591264395887)","(298.47227991782745, 73.97605317901203)","(349.29241171741563, 74.41765610760643)","(358.0755598183302, 60.10664544452025)","(350.7735231816256, 46.85318015011717)","(354.68977278657474, 39.193356333819736)","(377.27836554097917, 46.38053706230118)","(418.27660826249854, 39.91077868363908)","(428.09430909143776, 41.58587001860808)"
1251,"(25.646454089485793, 140.82028563323536)","(9.615795899440116, 148.29696590515962)","(84.67630935549307, 131.07785799164884)","(144.7032505006765, 84.8027067463981)","(187.5680477511734, 109.8485321422512)","(211.8515388378874, 103.42780152769878)","(227.21166723078613, 104.14967767325706)","(204.13724254766436, 60.793858784035045)","(208.43965143390275, 69.58997048659846)","(298.48559294093087, 73.96533200893997)","(349.2910994684933, 74.37872971379137)","(358.0804843304247, 60.0956000682157)","(350.7829208708396, 46.84517820385018)","(354.69175115695106, 39.197773349665276)","(377.2856001657066, 46.369161515245736)","(418.25066605583527, 39.8926521910439)","(428.07046533238827, 41.5503783364891)"
1252,"(25.651830891696495, 140.81761449789957)","(9.619620307728113, 148.28289064600628)","(84.67274884985817, 131.063116217206)","(144.7133847958121, 84.78897273240173)","(187.5678699477107, 109.83609926826432)","(211.85476407035188, 103.41053409468212)","(227.20412475524182, 104.1303200015692)","(204.05401175122023, 60.74470489089866)","(208.44218353013784, 69.57364658710233)","(298.4830370095143, 73.94989489169687)","(349.3253392217206, 74.37929964719699)","(358.07778387318336, 60.092199543667704)","(350.7891832300604, 46.8388910426824)","(354.7053074903259, 39.182409240400155)","(377.28326216139357, 46.37393404132253)","(418.2686745653626, 39.82982920902982)","(428.0541956918497, 41.58662861011628)"
1253,"(25.66136209264665, 140.8147552192243)","(9.62027429616931, 148.27585113516233)","(84.66845130907633, 131.05516974695846)","(144.72305828023823, 84.79387592913336)","(187.57118153316674, 109.83588498047378)","(211.8533070945161, 103.40471310837425)","(227.16516750401536, 104.12941172772007)","(204.03471041744143, 60.716164592096554)","(208.42334302676898, 69.56483357933703)","(298.48749205218337, 73.95730067716913)","(349.3346831628401, 74.40304339270051)","(358.08819157835416, 60.079624207661496)","(350.79039528240827, 46.83677731676921)","(354.7039594496638, 39.17856625987146)","(377.28509953186466, 46.36852331926007)","(418.2222129220076, 39.881746965878044)","(428.0793090797375, 41.53518349659161)"
1254,"(25.62916238442818, 140.90119031307086)","(9.569638297427465, 148.36621053944674)","(84.63794602685114, 131.15082673675357)","(144.63964860546653, 84.88680743423913)","(187.52652830708774, 109.9235098881536)","(211.80769800772103, 103.47501893341982)","(227.171378219546, 104.21102502845926)","(204.01450853822573, 60.876056620636774)","(208.4108092926895, 69.6574398988068)","(298.4554575515498, 74.02784627548243)","(348.7865523579198, 74.34743315820936)","(358.0435187930877, 60.13956302127104)","(350.74097726929114, 46.90191786817743)","(354.66918414916086, 39.249487417858)","(377.2714687010482, 46.38467496212909)","(418.20904959624374, 39.928078591290664)","(428.05968464380254, 41.606579094045735)"
1255,"(25.617224052680506, 140.90537077960934)","(9.584498058992164, 148.37117525170095)","(84.65403214812548, 131.1716784659251)","(144.71594991568043, 84.89746042815095)","(187.52982140732516, 109.93529362653899)","(211.8161285673821, 103.4935114260187)","(227.18135534233818, 104.2424819709099)","(204.0664849289317, 60.966728383683034)","(208.42126791719957, 69.66989085788616)","(298.4438132681004, 74.03996608374081)","(349.3001552843335, 74.44860226312038)","(358.0380838734246, 60.163102920043045)","(350.7378695180593, 46.90835036370258)","(354.68837627352906, 39.22773263733977)","(377.2682344384922, 46.39426234862097)","(418.2035608584944, 39.911970842807875)","(428.03682260178175, 41.593662388029635)"
1256,"(25.629086426632345, 140.9022578709759)","(9.584179398322751, 148.37298758675286)","(84.63898349543838, 131.1551069055624)","(144.69313553919645, 84.88767800616108)","(187.52459109350033, 109.92812378615571)","(211.81490695202586, 103.48821643389529)","(227.19990290621817, 104.2227727996365)","(204.01999485039235, 60.90730809003217)","(208.4266148390546, 69.66125378598937)","(298.45076814133023, 74.01591447870094)","(349.29594032092086, 74.4246736612247)","(358.04044207153504, 60.142763829389175)","(350.73530480090955, 46.90179337805174)","(354.672525297454, 39.24525644196543)","(377.2650771555999, 46.397676939970275)","(418.217005986757, 39.89669699217876)","(428.03531487478585, 41.57847230303228)"
1257,"(25.621884546755894, 140.89640090127452)","(9.578860227876778, 148.3678958499876)","(84.63418541331644, 131.14637840985807)","(144.6672185139542, 84.88792594129009)","(187.52723255957505, 109.91713215900161)","(211.8106821799603, 103.48821521290647)","(227.2016872688789, 104.23888306489147)","(203.98858678716923, 60.88359920696611)","(208.41618881221575, 69.65683046487396)","(298.4395939327432, 74.01187781406821)","(349.28607634126405, 74.44840609246076)","(358.0467048766285, 60.13055276661288)","(350.74007342865536, 46.90233054198349)","(354.6645829981336, 39.23831750236284)","(377.2530900870475, 46.38564908751013)","(418.2006188561491, 39.838742815339415)","(428.05082514851534, 41.5866519579859)"
1258,"(25.626616546771434, 140.89617622428588)","(9.587218176662713, 148.35938528954333)","(84.63796735543816, 131.1398600115955)","(144.67023492089533, 84.88336108432594)","(187.52587469512486, 109.91456857849707)","(211.81905703946885, 103.47979438635666)","(227.17485281397182, 104.20084097303312)","(203.986229452305, 60.897182353110814)","(208.4014320608207, 69.64568047429114)","(298.4471546268912, 74.00929953038353)","(349.30916429064337, 74.43837976106524)","(358.0507404190419, 60.13899058276235)","(350.7367018766038, 46.901318453400386)","(354.6640141532735, 39.239405448425195)","(377.2626332519475, 46.39557067260221)","(418.17796328869485, 39.86343359099473)","(428.0413364003131, 41.56166303281362)"
1259,"(25.630208148412187, 140.88381213134943)","(9.58607343429963, 148.352725389306)","(84.64566495170675, 131.1298272704698)","(144.69103881920523, 84.88426741002104)","(187.5313379072529, 109.90739986517303)","(211.82599727958657, 103.47193148705635)","(227.1903465230462, 104.2044097322556)","(203.98258378566433, 60.87851113256962)","(208.38962272262253, 69.6445981953731)","(298.452403097897, 74.01451998213156)","(349.3076867913877, 74.41575224235625)","(358.0598941083613, 60.136139613510615)","(350.7519978662097, 46.889812604704744)","(354.6852568998084, 39.23917679233339)","(377.2641887125993, 46.402001426670125)","(418.20868238753417, 39.847548463033526)","(428.0459337383838, 41.59107370149236)"
1260,"(25.637779665913882, 140.88337971250604)","(9.598525355898001, 148.34091833661657)","(84.65721377701253, 131.12639220448617)","(144.70431467513993, 84.85655900656249)","(187.54115873106377, 109.90306165699486)","(211.83349298528356, 103.46627505400991)","(227.19962296387124, 104.20260885521147)","(204.05862253776934, 60.84380649307636)","(208.4216382667252, 69.63007157458384)","(298.46263748247725, 73.99980643285629)","(349.3171195317301, 74.43866496114543)","(358.06388799871235, 60.13061074280046)","(350.756966882508, 46.87998844153956)","(354.68417702409965, 39.227548760727046)","(377.26141303576287, 46.39806195176635)","(418.18723906441136, 39.87349576663611)","(428.0403052105426, 41.57053493184278)"
1261,"(25.653162791111676, 140.85953923981654)","(9.596759275958833, 148.32894950256912)","(84.65374278478092, 131.13710518155165)","(144.70644923206143, 84.84403074539928)","(187.5443786204206, 109.88615163485073)","(211.8345966228862, 103.4585746692771)","(227.19654218045497, 104.21571482889804)","(204.0484603712901, 60.85846768300101)","(208.44090988260734, 69.61796298752745)","(298.4657091472431, 73.99989877174819)","(349.32669655817836, 74.42420285262027)","(358.06325707660307, 60.11859280679563)","(350.7623240946757, 46.876242373017)","(354.68864720691533, 39.22140999223438)","(377.25646650032434, 46.39863021100162)","(418.228524056933, 39.86140751338377)","(428.049958718159, 41.56125388882521)"
1262,"(25.643187965530586, 140.8590649647072)","(9.609072842247377, 148.31833938311507)","(84.65542848095964, 131.11997130940026)","(144.7083612219834, 84.84075540824325)","(187.5489008229536, 109.88248162278549)","(211.84015390091736, 103.45207894836172)","(227.2385044130206, 104.18885190742384)","(204.03690934722738, 60.839617843181756)","(208.4443807917727, 69.62599038517969)","(298.4704799401291, 73.99173605734497)","(349.35123636343224, 74.37375631388407)","(358.0565041809407, 60.137030518549444)","(350.7618116784703, 46.868285931185824)","(354.68477819379274, 39.22950338188324)","(377.2538081182009, 46.4037352751497)","(418.2162808426949, 39.854856736929364)","(428.07586911922624, 41.58818852361022)"
1263,"(25.646565111606574, 140.8461912515752)","(9.61076061397097, 148.31734128958607)","(84.65015318139687, 131.10476357243786)","(144.6924437310477, 84.8257048067979)","(187.5712970187907, 109.88293548602232)","(211.83949727909987, 103.44349104214933)","(227.19395342753108, 104.2031639854238)","(204.04576168753675, 60.79360216077444)","(208.44639778328124, 69.60959744515787)","(298.47125108823155, 73.96376494463007)","(349.29617574510536, 74.39537052153764)","(358.0722584633273, 60.12295828503722)","(350.76975441223607, 46.85965431509347)","(354.68928791842825, 39.215020901763864)","(377.25727279128415, 46.41067640965993)","(418.2555139077653, 39.818713530927646)","(428.0500666083128, 41.5499303463902)"
1264,"(25.650129458501926, 140.84312158610138)","(9.607488486250524, 148.31265395368433)","(84.66140989804822, 131.09423040689708)","(144.7083528964925, 84.8197232073618)","(187.5593106367131, 109.85724133646)","(211.84129009462112, 103.43506468376542)","(227.2240728210042, 104.1647594344306)","(204.13342323434145, 60.783405617088)","(208.39568524430723, 69.60768926470482)","(298.43516899040424, 73.98805224950242)","(349.309386483473, 74.40076642677481)","(358.0576647861156, 60.11860773369733)","(350.7730746276205, 46.85657572229956)","(354.6849497062686, 39.17659069726329)","(377.25929337276557, 46.414474214861386)","(418.19970023987486, 39.83744891950665)","(428.0537074169024, 41.55344644694496)"
1265,"(25.662311995318305, 140.8332980675656)","(9.60196220910529, 148.301157761017)","(84.6524695201946, 131.09161249765566)","(144.69675941909716, 84.80781413948334)","(187.56455319182587, 109.86209343727172)","(211.84745850137173, 103.4294991385664)","(227.13071265976205, 104.18934098520285)","(204.07185348716683, 60.702246181046874)","(208.40974805891858, 69.57864059447316)","(298.4910081982656, 73.96641135179945)","(349.3258855170149, 74.38700282047773)","(358.0653527407207, 60.10836422751248)","(350.77748214388436, 46.848478563018595)","(354.7013702736513, 39.20717485943815)","(377.2542782006789, 46.41618541191603)","(418.2352986191776, 39.82351139809441)","(428.06641443360974, 41.54395169650953)"
